name;open;high;low;close;volume;marketCap;timestamp
"2781";0.06988763;0.07408553;0.01347224;0.02475151;740744706.97;0;"2021-05-17T00:00:00.000Z"
"2781";0.02473667;0.03207741;0.01643613;0.02741869;422062476.05;0;"2021-05-24T00:00:00.000Z"
"2781";0.02742719;0.0281312;0.02007218;0.02087726;316309201.42;0;"2021-05-31T00:00:00.000Z"
"2781";0.02087818;0.02197183;0.00899933;0.01081507;178107132.68;0;"2021-06-07T00:00:00.000Z"
"2781";0.01081577;0.01383929;0.00942398;0.00990751;149192990.5;41337788.18;"2021-06-14T00:00:00.000Z"
"2781";0.00990704;0.01022509;0.00507559;0.00584712;52109659.06;24094844.59;"2021-06-21T00:00:00.000Z"
"2781";0.00584243;0.00624611;0.00433979;0.00456984;42186488.05;18707023.59;"2021-06-28T00:00:00.000Z"
"2781";0.00457029;0.00660132;0.00403507;0.00480207;42001969.35;19604682.27;"2021-07-05T00:00:00.000Z"
"2781";0.00480184;0.00597078;0.0040143;0.00427424;30782911.46;17414797.75;"2021-07-12T00:00:00.000Z"
"2781";0.00427386;0.00432084;0.00325146;0.00372995;23182415.99;15173511.2;"2021-07-19T00:00:00.000Z"
"2781";0.00373002;0.00539166;0.00340617;0.00458236;36548317.59;18628054.61;"2021-07-26T00:00:00.000Z"
"2781";0.0045825;0.0052719;0.00409161;0.00466089;27601948.94;18932895.95;"2021-08-02T00:00:00.000Z"
"2781";0.00466575;0.0051999;0.00435394;0.00458109;18709370.94;18604020.6;"2021-08-09T00:00:00.000Z"
"2781";0.00458117;0.01269714;0.00401666;0.00666386;61847740.81;27059677.31;"2021-08-16T00:00:00.000Z"
"2781";0.00666792;0.00997028;0.00586417;0.00635321;42164801.64;25763459.01;"2021-08-23T00:00:00.000Z"
"2781";0.00635718;0.00707969;0.00553598;0.00654978;19710792.34;26560601.6;"2021-08-30T00:00:00.000Z"
"2781";0.00654955;0.00676438;0.00409903;0.00441417;17226495.75;17891745.9;"2021-09-06T00:00:00.000Z"
"2781";0.00441446;0.00524081400635;0.00384852581505;0.00408003273575;17436504.7;16526350.58;"2021-09-13T00:00:00.000Z"
"2781";0.0040807837981;0.00413111986142;0.00230039422482;0.00259357519859;12604630.63;10505142.29;"2021-09-20T00:00:00.000Z"
"2781";0.00259350636992;0.00339262142694;0.00234326328448;0.003146675728;18996485.96;12741575.79;"2021-09-27T00:00:00.000Z"
"2781";0.00314651749511;0.015330507;0.00301214515881;0.0102790731;142030945.1;41615678.76;"2021-10-04T00:00:00.000Z"
"2781";0.0102800545;0.011518125;0.00684584157351;0.00717734762497;88429988.33;29056828.09;"2021-10-11T00:00:00.000Z"
"2781";0.00717734055519;0.00855693779534;0.00588679654002;0.00764729973011;26815779.45;30958089.27;"2021-10-18T00:00:00.000Z"
"2781";0.0076841865525;0.0128957837;0.00703472279423;0.00852498601276;71370993.56;34509788.52;"2021-10-25T00:00:00.000Z"
"2781";0.00854413243795;0.00879294159719;0.00736127257251;0.00740424812658;23924383.58;29972531.78;"2021-11-01T00:00:00.000Z"
"2781";0.00740520754636;0.00775692014678;0.0061836359032;0.00724461719075;11503893.74;29325797.94;"2021-11-08T00:00:00.000Z"
"2781";0.00724442357605;0.00724442357605;0.00531514051365;0.00589227502267;15418142.83;23850944.64;"2021-11-15T00:00:00.000Z"
"2781";0.00589443606444;0.00917273282818;0.00490072745959;0.00583698289689;37635235.87;23622705.46;"2021-11-22T00:00:00.000Z"
"2781";0.00584002956115;0.00650663194314;0.00433547660866;0.00444254840705;22019890.01;17972881.47;"2021-11-29T00:00:00.000Z"
"2781";0.0044449295038;0.00661825313427;0.00413506761487;0.00456841029715;22922961.28;18480409.76;"2021-12-06T00:00:00.000Z"
"2781";0.00457021608095;0.00473539889627;0.00369677970928;0.00395829318845;14501361.76;16012021.2;"2021-12-13T00:00:00.000Z"
"2781";0.00395699299116;0.0040551827608;0.00341866934479;0.00362839802805;9514001.01;14677211.23;"2021-12-20T00:00:00.000Z"
"2781";0.00362657967374;0.00389119354021;0.00306232048299;0.00356119033463;5076919.98;14405009.93;"2021-12-27T00:00:00.000Z"
"2781";0.00356119320633;0.00356821416507;0.00277578272074;0.00296261861859;3499050.88;11982716.02;"2022-01-03T00:00:00.000Z"
"2781";0.00296261598685;0.00308824554784;0.0026116922191;0.00301804751157;3073486.42;12206853.55;"2022-01-10T00:00:00.000Z"
"2781";0.00301818946627;0.00301986927002;0.00191774722118;0.00210204931785;3050199.62;8501981.49;"2022-01-17T00:00:00.000Z"
"2781";0.00210180778927;0.00212203735359;0.00144463803823;0.00204422992247;4578584.54;8268090.94;"2022-01-24T00:00:00.000Z"
"2781";0.00204445593526;0.00255775673136;0.00195956142797;0.00242986319501;3257303.4;9825370.13;"2022-01-31T00:00:00.000Z"
"2781";0.0024298682724;0.00262484762176;0.00200464676062;0.00203481648602;3351783.13;8227875.38;"2022-02-07T00:00:00.000Z"
"2781";0.00203498367638;0.00214045835281;0.00166759600565;0.00171556081807;3005785.39;6936675.77;"2022-02-14T00:00:00.000Z"
"2781";0.00171561342026;0.00174917947818;0.00128870821003;0.00139962484644;2691763.74;5659202.07;"2022-02-21T00:00:00.000Z"
"2781";0.00139962745314;0.00158794625279;0.00125220748949;0.00126763043354;2571655.36;5125485.16;"2022-02-28T00:00:00.000Z"
"2781";0.00126762151812;0.00134959158626;0.001176245972;0.00119935667342;2234775.45;4849366.26;"2022-03-07T00:00:00.000Z"
"2781";0.00119979154466;0.0013186618418;0.00116819699187;0.00131457504023;2200602.62;5315170.93;"2022-03-14T00:00:00.000Z"
"2781";0.00131457772263;0.00143788313554;0.00127380624109;0.00143461746405;2172665.61;5800474.13;"2022-03-21T00:00:00.000Z"
"2781";0.00143286677333;0.00209082857668;0.00140656173546;0.00170708737275;6059581.68;6902048.27;"2022-03-28T00:00:00.000Z"
"2781";0.00170708602088;0.00172455036909;0.00132658788216;0.00132665044944;3721950.36;5363699.82;"2022-04-04T00:00:00.000Z"
"2781";0.00132625903098;0.00141358983121;0.0012152434046;0.00132009767755;4244472.33;5337102.13;"2022-04-11T00:00:00.000Z"
"2781";0.00132016062343;0.00133948658942;0.0011874158384;0.00120388434619;2737084.28;4867221.63;"2022-04-18T00:00:00.000Z"
"2781";0.00120388438594;0.00123632912826;0.00104450886123;0.00107023437439;2690040.7;4326874.59;"2022-04-25T00:00:00.000Z"
"2781";0.00107023380756;0.00116638418827;0.00092351766248;0.00095240266895;3079084.43;3849997.16;"2022-05-02T00:00:00.000Z"
"2781";0.00095240208551;0.00095579187132;0.00041108993111;0.0005204661498;4205841.22;2103850.52;"2022-05-09T00:00:00.000Z"
"2781";0.00052046608195;0.00055596965587;0.00048070778931;0.00054213204676;2051265.63;2191357.93;"2022-05-16T00:00:00.000Z"
"2781";0.00054213170187;0.00057355775123;0.00043293485672;0.00045988106676;3376778.15;1858701;"2022-05-23T00:00:00.000Z"
"2781";0.00045988106761;0.00050448113571;0.00044779533449;0.0004489916026;3930660.58;1814678.89;"2022-05-30T00:00:00.000Z"
"2781";0.00044894466775;0.00047621279241;0.00035546116136;0.00037631098685;2525857.61;1520927.34;"2022-06-06T00:00:00.000Z"
"2781";0.00037646645339;0.00037646645339;0.00023710281985;0.00026761469116;2028139.14;1081612.06;"2022-06-13T00:00:00.000Z"
