timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2021-06-14T00:00:00.000Z";"2021-06-14T23:59:59.999Z";"2021-06-14T16:17:02.000Z";"2021-06-14T12:21:02.000Z";"2781";0.88304764;0.92611019;0.86381507;0.89289677;3005221040.25;41242521556.87;"2021-06-14T23:59:59.999Z"
"2021-06-13T00:00:00.000Z";"2021-06-13T23:59:59.999Z";"2021-06-13T21:40:03.000Z";"2021-06-13T05:17:03.000Z";"2781";0.83325198;0.88807749;0.81927254;0.88316045;3059837086.14;40792805237.05;"2021-06-13T23:59:59.999Z"
"2021-06-12T00:00:00.000Z";"2021-06-12T23:59:59.999Z";"2021-06-12T00:00:03.000Z";"2021-06-12T02:32:03.000Z";"2781";0.84787876;0.84787876;0.8076977;0.83268337;2731548389.57;38461290203.89;"2021-06-12T23:59:59.999Z"
"2021-06-11T00:00:00.000Z";"2021-06-11T23:59:59.999Z";"2021-06-11T13:54:03.000Z";"2021-06-11T22:02:03.000Z";"2781";0.8692466;0.87919072;0.83594306;0.84845025;2502880891.8;39189555813.07;"2021-06-11T23:59:59.999Z"
"2021-06-10T00:00:00.000Z";"2021-06-10T23:59:59.999Z";"2021-06-10T00:03:03.000Z";"2021-06-10T20:34:03.000Z";"2781";0.92132381;0.92782748;0.85379667;0.86918199;3157272779.96;40147146244.49;"2021-06-10T23:59:59.999Z"
"2021-06-09T00:00:00.000Z";"2021-06-09T23:59:59.999Z";"2021-06-09T23:59:03.000Z";"2021-06-09T02:35:02.000Z";"2781";0.87405799;0.92003365;0.83233097;0.92003365;3990884688.27;42495962615.16;"2021-06-09T23:59:59.999Z"
"2021-06-08T00:00:00.000Z";"2021-06-08T23:59:59.999Z";"2021-06-08T22:32:02.000Z";"2021-06-08T15:22:03.000Z";"2781";0.86278092;0.88549837;0.78864339;0.87578752;4491339500.53;40452252990.58;"2021-06-08T23:59:59.999Z"
"2021-06-07T00:00:00.000Z";"2021-06-07T23:59:59.999Z";"2021-06-07T00:16:03.000Z";"2021-06-07T21:16:03.000Z";"2781";0.94671788;0.97434637;0.84898196;0.86115488;3466113431.5;39743170141.6;"2021-06-07T23:59:59.999Z"
"2021-06-06T00:00:00.000Z";"2021-06-06T23:59:59.999Z";"2021-06-06T06:01:03.000Z";"2021-06-06T00:03:03.000Z";"2781";0.92348092;0.9495324;0.91875968;0.94528629;2308242806.66;43625920334.92;"2021-06-06T23:59:59.999Z"
"2021-06-05T00:00:00.000Z";"2021-06-05T23:59:59.999Z";"2021-06-05T07:09:03.000Z";"2021-06-05T21:48:03.000Z";"2781";0.96997903;0.99794697;0.89752881;0.92328578;3257149049.02;42610574444.44;"2021-06-05T23:59:59.999Z"
"2021-06-04T00:00:00.000Z";"2021-06-04T23:59:59.999Z";"2021-06-04T00:03:03.000Z";"2021-06-04T12:11:03.000Z";"2781";1.04510574;1.0452713;0.92016741;0.97019603;4638523696.86;44775529764.24;"2021-06-04T23:59:59.999Z"
"2021-06-03T00:00:00.000Z";"2021-06-03T23:59:59.999Z";"2021-06-03T10:18:03.000Z";"2021-06-03T00:52:03.000Z";"2781";1.02514565;1.07827517;1.00854876;1.04532119;3661357808.71;48242632209.39;"2021-06-03T23:59:59.999Z"
"2021-06-02T00:00:00.000Z";"2021-06-02T23:59:59.999Z";"2021-06-02T15:24:03.000Z";"2021-06-02T01:11:03.000Z";"2781";1.01121407;1.0497459;0.98136508;1.02440033;3598008181.75;47277113119.81;"2021-06-02T23:59:59.999Z"
"2021-06-01T00:00:00.000Z";"2021-06-01T23:59:59.999Z";"2021-06-01T00:44:03.000Z";"2021-06-01T19:56:03.000Z";"2781";1.04210205;1.09963865;0.97933673;1.01100086;5606414479.35;46658714117.18;"2021-06-01T23:59:59.999Z"
"2021-05-31T00:00:00.000Z";"2021-05-31T23:59:59.999Z";"2021-05-31T23:51:03.000Z";"2021-05-31T03:11:03.000Z";"2781";0.90638442;1.04902159;0.88255551;1.04658407;6277821473.87;48293159732.06;"2021-05-31T23:59:59.999Z"
"2021-05-30T00:00:00.000Z";"2021-05-30T23:59:59.999Z";"2021-05-30T20:35:03.000Z";"2021-05-30T01:28:03.000Z";"2781";0.83199443;0.93012743;0.79982496;0.90660881;4077064725.02;41834196844.25;"2021-05-30T23:59:59.999Z"
"2021-05-29T00:00:00.000Z";"2021-05-29T23:59:59.999Z";"2021-05-29T05:19:02.000Z";"2021-05-29T20:21:03.000Z";"2781";0.89949546;0.93979238;0.79506977;0.83178801;5156278121.01;38381695412.82;"2021-05-29T23:59:59.999Z"
"2021-05-28T00:00:00.000Z";"2021-05-28T23:59:59.999Z";"2021-05-28T00:20:02.000Z";"2021-05-28T11:54:02.000Z";"2781";0.97395242;0.98345998;0.84757099;0.90014845;6082828978.61;41536092428.01;"2021-05-28T23:59:59.999Z"
"2021-05-27T00:00:00.000Z";"2021-05-27T23:59:59.999Z";"2021-05-27T00:04:03.000Z";"2021-05-27T03:19:03.000Z";"2781";1.0335741;1.042896;0.93561635;0.97023464;5204084864.76;44770121605.38;"2021-05-27T23:59:59.999Z"
"2021-05-26T00:00:00.000Z";"2021-05-26T23:59:59.999Z";"2021-05-26T06:39:03.000Z";"2021-05-26T00:30:02.000Z";"2781";0.97583068;1.06694493;0.95010385;1.0337254;6376977398.38;47699814351.56;"2021-05-26T23:59:59.999Z"
"2021-05-25T00:00:00.000Z";"2021-05-25T23:59:59.999Z";"2021-05-25T00:41:03.000Z";"2021-05-25T12:40:03.000Z";"2781";0.9940301;1.05784017;0.88382712;0.97618689;8637179369.24;45044780046.37;"2021-05-25T23:59:59.999Z"
"2021-05-24T00:00:00.000Z";"2021-05-24T23:59:59.999Z";"2021-05-24T23:46:03.000Z";"2021-05-24T01:14:03.000Z";"2781";0.79316224;0.9985945;0.75859021;0.99283503;8239461925.5;45812985214.07;"2021-05-24T23:59:59.999Z"
"2021-05-23T00:00:00.000Z";"2021-05-23T23:59:59.999Z";"2021-05-23T01:18:03.000Z";"2021-05-23T16:42:03.000Z";"2781";0.90651086;0.96734611;0.65225395;0.79701534;10816054413.04;36770599361.44;"2021-05-23T23:59:59.999Z"
"2021-05-22T00:00:00.000Z";"2021-05-22T23:59:59.999Z";"2021-05-22T00:02:03.000Z";"2021-05-22T05:31:03.000Z";"2781";1.00957669;1.01533882;0.82644617;0.90631728;8750076614.11;41813285048;"2021-05-22T23:59:59.999Z"
"2021-05-21T00:00:00.000Z";"2021-05-21T23:59:59.999Z";"2021-05-21T00:42:02.000Z";"2021-05-21T21:20:03.000Z";"2781";1.18118321;1.21592606;0.86954786;1.0069763;10998911190.64;46457226450.41;"2021-05-21T23:59:59.999Z"
"2021-05-20T00:00:00.000Z";"2021-05-20T23:59:59.999Z";"2021-05-20T13:22:02.000Z";"2021-05-20T00:54:02.000Z";"2781";1.06153314;1.26844944;0.91181375;1.18553663;13626658451.75;54695173849;"2021-05-20T23:59:59.999Z"
"2021-05-19T00:00:00.000Z";"2021-05-19T23:59:59.999Z";"2021-05-19T00:28:02.000Z";"2021-05-19T12:56:02.000Z";"2781";1.59327046;1.64437979;0.87531797;1.07031315;20523476458.45;37576904035.11;"2021-05-19T23:59:59.999Z"
"2021-05-18T00:00:00.000Z";"2021-05-18T23:59:59.999Z";"2021-05-18T11:44:03.000Z";"2021-05-18T00:03:03.000Z";"2781";1.49410413;1.70220928;1.4769588;1.5907339;14847139298.17;55848005958.76;"2021-05-18T23:59:59.999Z"
"2021-05-17T00:00:00.000Z";"2021-05-17T23:59:59.999Z";"2021-05-17T12:12:03.000Z";"2021-05-17T04:07:03.000Z";"2781";1.44920368;1.55932523;1.32827902;1.49630034;13573485605.69;52532601631.21;"2021-05-17T23:59:59.999Z"
"2021-05-16T00:00:00.000Z";"2021-05-16T23:59:59.999Z";"2021-05-16T09:42:02.000Z";"2021-05-16T19:55:02.000Z";"2781";1.4874566;1.60798174;1.35151583;1.45260573;12405363634.24;50998556787.35;"2021-05-16T23:59:59.999Z"
"2021-05-15T00:00:00.000Z";"2021-05-15T23:59:59.999Z";"2021-05-15T15:36:02.000Z";"2021-05-15T10:28:02.000Z";"2781";1.40170561;1.58247834;1.32481202;1.48588012;13321419261.16;52166765090.56;"2021-05-15T23:59:59.999Z"
"2021-05-14T00:00:00.000Z";"2021-05-14T23:59:59.999Z";"2021-05-14T16:06:02.000Z";"2021-05-14T04:45:02.000Z";"2781";1.36334726;1.44222893;1.32454504;1.40291747;7570332416.97;49254085094.24;"2021-05-14T23:59:59.999Z"
"2021-05-13T00:00:00.000Z";"2021-05-13T23:59:59.999Z";"2021-05-13T07:15:03.000Z";"2021-05-13T00:04:03.000Z";"2781";1.27127315;1.388924;1.20945694;1.35891006;12358993945.77;47709058585.35;"2021-05-13T23:59:59.999Z"
"2021-05-12T00:00:00.000Z";"2021-05-12T23:59:59.999Z";"2021-05-12T03:57:03.000Z";"2021-05-12T23:59:03.000Z";"2781";1.47913626;1.54245329;1.24786361;1.24786361;9272699845.72;43810403720.58;"2021-05-12T23:59:59.999Z"
"2021-05-11T00:00:00.000Z";"2021-05-11T23:59:59.999Z";"2021-05-11T18:45:03.000Z";"2021-05-11T01:14:03.000Z";"2781";1.39183542;1.48685968;1.36367565;1.47768244;7973181908.11;51878958423.65;"2021-05-11T23:59:59.999Z"
"2021-05-10T00:00:00.000Z";"2021-05-10T23:59:59.999Z";"2021-05-10T07:49:02.000Z";"2021-05-10T20:06:03.000Z";"2781";1.53440728;1.62574078;1.25000258;1.38900575;11181774843.99;48765667887.84;"2021-05-10T23:59:59.999Z"
"2021-05-09T00:00:00.000Z";"2021-05-09T23:59:59.999Z";"2021-05-09T02:14:02.000Z";"2021-05-09T04:16:03.000Z";"2781";1.5634791;1.59341471;1.44412707;1.53529288;8243079607.25;53901564261.5;"2021-05-09T23:59:59.999Z"
"2021-05-08T00:00:00.000Z";"2021-05-08T23:59:59.999Z";"2021-05-08T08:28:02.000Z";"2021-05-08T17:05:02.000Z";"2781";1.58093989;1.627185;1.54310028;1.56259835;6349608020.05;54860213883.37;"2021-05-08T23:59:59.999Z"
"2021-05-07T00:00:00.000Z";"2021-05-07T23:59:59.999Z";"2021-05-07T12:31:02.000Z";"2021-05-07T04:38:03.000Z";"2781";1.60397992;1.69125827;1.51129109;1.58175517;10400571927.49;55532777769.36;"2021-05-07T23:59:59.999Z"
"2021-05-06T00:00:00.000Z";"2021-05-06T23:59:59.999Z";"2021-05-06T01:08:03.000Z";"2021-05-06T18:42:03.000Z";"2781";1.61550712;1.75881964;1.54732448;1.60058065;16099528279.11;72672809670.93;"2021-05-06T23:59:59.999Z"
"2021-05-05T00:00:00.000Z";"2021-05-05T23:59:59.999Z";"2021-05-05T23:03:03.000Z";"2021-05-05T00:03:03.000Z";"2781";1.38806972;1.62253647;1.37127434;1.61451155;13318453320.15;73305328517.53;"2021-05-05T23:59:59.999Z"
"2021-05-04T00:00:00.000Z";"2021-05-04T23:59:59.999Z";"2021-05-04T00:01:03.000Z";"2021-05-04T16:49:02.000Z";"2781";1.55595423;1.55723142;1.33866397;1.39237606;12855752789.49;63219482673.43;"2021-05-04T23:59:59.999Z"
"2021-05-03T00:00:00.000Z";"2021-05-03T23:59:59.999Z";"2021-05-03T05:28:03.000Z";"2021-05-03T13:52:03.000Z";"2781";1.56249349;1.62159853;1.5285558;1.5559947;7612512785.49;70648428003.59;"2021-05-03T23:59:59.999Z"
"2021-05-02T00:00:00.000Z";"2021-05-02T23:59:59.999Z";"2021-05-02T00:01:03.000Z";"2021-05-02T04:05:03.000Z";"2781";1.65196036;1.65633093;1.53361988;1.56264103;6933641360.86;70950198082.15;"2021-05-02T23:59:59.999Z"
"2021-05-01T00:00:00.000Z";"2021-05-01T23:59:59.999Z";"2021-05-01T22:58:03.000Z";"2021-05-01T09:07:03.000Z";"2781";1.59840905;1.66501101;1.529947;1.65102495;8206771323.36;74963184004.41;"2021-05-01T23:59:59.999Z"
"2021-04-30T00:00:00.000Z";"2021-04-30T23:59:59.999Z";"2021-04-30T12:39:03.000Z";"2021-04-30T01:03:03.000Z";"2781";1.39849999;1.63552098;1.37646807;1.59167357;14160854005.08;72268392381.27;"2021-04-30T23:59:59.999Z"
"2021-04-29T00:00:00.000Z";"2021-04-29T23:59:59.999Z";"2021-04-29T10:59:03.000Z";"2021-04-29T01:11:03.000Z";"2781";1.35796493;1.41833098;1.33094667;1.3993598;7633164142.11;63536572211.27;"2021-04-29T23:59:59.999Z"
"2021-04-28T00:00:00.000Z";"2021-04-28T23:59:59.999Z";"2021-04-28T02:27:03.000Z";"2021-04-28T06:36:03.000Z";"2781";1.40156322;1.44697452;1.28870135;1.35860097;9272726011.3;61685957512.58;"2021-04-28T23:59:59.999Z"
"2021-04-27T00:00:00.000Z";"2021-04-27T23:59:59.999Z";"2021-04-27T11:18:03.000Z";"2021-04-27T14:11:03.000Z";"2781";1.36674334;1.45973609;1.33118985;1.40095461;13584693516.6;63608983018.9;"2021-04-27T23:59:59.999Z"
"2021-04-26T00:00:00.000Z";"2021-04-26T23:59:59.999Z";"2021-04-26T23:54:03.000Z";"2021-04-26T00:04:03.000Z";"2781";1.03518329;1.3690773;1.01692068;1.36850552;15417459290.17;62135663610.22;"2021-04-26T23:59:59.999Z"
"2021-04-25T00:00:00.000Z";"2021-04-25T23:59:59.999Z";"2021-04-25T16:02:03.000Z";"2021-04-25T21:43:03.000Z";"2781";1.04948955;1.1530248;0.95291451;1.03225582;8573604939.48;46868572792.79;"2021-04-25T23:59:59.999Z"
"2021-04-24T00:00:00.000Z";"2021-04-24T23:59:59.999Z";"2021-04-24T00:01:03.000Z";"2021-04-24T11:09:03.000Z";"2781";1.17018987;1.17028365;1.02441676;1.04870583;8586287311.87;47615469344.14;"2021-04-24T23:59:59.999Z"
"2021-04-23T00:00:00.000Z";"2021-04-23T23:59:59.999Z";"2021-04-23T00:30:03.000Z";"2021-04-23T02:26:03.000Z";"2781";1.15713867;1.19400409;0.90107929;1.1696597;20235915090.16;53107262635.37;"2021-04-23T23:59:59.999Z"
"2021-04-22T00:00:00.000Z";"2021-04-22T23:59:59.999Z";"2021-04-22T17:06:03.000Z";"2021-04-22T21:12:03.000Z";"2781";1.29180686;1.4131924;1.11908634;1.15968188;14899537552.08;52654229110.91;"2021-04-22T23:59:59.999Z"
"2021-04-21T00:00:00.000Z";"2021-04-21T23:59:59.999Z";"2021-04-21T02:48:03.000Z";"2021-04-21T23:12:03.000Z";"2781";1.38615723;1.45853957;1.28282336;1.29649777;12545052976.99;58866221973.52;"2021-04-21T23:59:59.999Z"
"2021-04-20T00:00:00.000Z";"2021-04-20T23:59:59.999Z";"2021-04-20T20:38:03.000Z";"2021-04-20T00:41:03.000Z";"2781";1.30995108;1.44563629;1.18622792;1.38329899;15562116614.52;62807347013.17;"2021-04-20T23:59:59.999Z"
"2021-04-19T00:00:00.000Z";"2021-04-19T23:59:59.999Z";"2021-04-19T05:00:03.000Z";"2021-04-19T14:43:03.000Z";"2781";1.40945697;1.53038051;1.25830678;1.31504432;17637508685.03;59708309820.39;"2021-04-19T23:59:59.999Z"
"2021-04-18T00:00:00.000Z";"2021-04-18T23:59:59.999Z";"2021-04-18T00:17:03.000Z";"2021-04-18T11:57:03.000Z";"2781";1.55910369;1.57856653;1.17466477;1.4059981;22933939681.62;63837977820.22;"2021-04-18T23:59:59.999Z"
"2021-04-17T00:00:00.000Z";"2021-04-17T23:59:59.999Z";"2021-04-17T07:25:03.000Z";"2021-04-17T00:04:03.000Z";"2781";1.55302723;1.74052804;1.5415027;1.56005467;14507135285.07;70832766981.07;"2021-04-17T23:59:59.999Z"
